,node_id,value,type
187940,187940,www.felipelorenzo.com.br,benign
187948,187948,www.sabemo.ca,benign
187960,187960,virtual.inta.edu.br,benign
187989,187989,ldv-dealer.adus.com.au,benign
188039,188039,sporenrerekins.cf,malicious
188078,188078,www.switchboard.ai,malicious
188106,188106,mail.fb-00o.com,malicious
188154,188154,sites.sebrae-rs.com.br,malicious
188219,188219,www.terroir.com.au,benign
188220,188220,nikestore.com.ar,benign
188221,188221,the-cineman.site,malicious
188222,188222,www.xn--2s2b9p58nnqh.com,malicious
188233,188233,koelnspd.de,benign
188279,188279,app.imagensparawhats.com.br,benign
188329,188329,www.vv-stollhofen.at,malicious
188338,188338,esisaqecyd.cf,malicious
188372,188372,golfipe.ca,malicious
188403,188403,comino.com.ar,benign
188439,188439,octoplus.com.br,malicious
188469,188469,twillis.com.au,benign
188545,188545,kaynewtheipi.cf,benign
188613,188613,takeitbro.com,malicious
188635,188635,dilmah.com.au,benign
188636,188636,graphecamerica.com,malicious
188657,188657,www.biserica.ca,malicious
188720,188720,domainsubscribe.com,malicious
188786,188786,buscandocurso.com.br,benign
188810,188810,www.ishtartejidos.com.ar,benign
188834,188834,physicalgroup.com,malicious
188853,188853,serenade.ai,benign
188857,188857,www.2021olympicstickets.org,benign
188866,188866,emmapicq.studio,malicious
188876,188876,simplecrack.com,benign
188896,188896,mercercluster.com,benign
188919,188919,successbc.ca,malicious
188990,188990,pellegrinis.com.au,benign
188996,188996,relayonline.co.bw,benign
189037,189037,xvrr.bainositiweb.it,malicious
189055,189055,cpcalendars.windawi.fr,malicious
189057,189057,bofrre234.cf,malicious
189070,189070,sassco.com.au,benign
189084,189084,de6.quickconnect.to,benign
189089,189089,mail.mythreeupdate-uksecure.com,malicious
189143,189143,tfyzfbl.weinhart-hospital.com,malicious
189147,189147,ociminevtran.cf,malicious
189259,189259,www.chuva-inc.com.br,malicious
189309,189309,webmail.florescerhumano.com.br,benign
189320,189320,saal-digital.be,malicious
189341,189341,eruruk.az,benign
189363,189363,www.chabrieres.pagespersoorange.fr,malicious
189378,189378,mail.xhamiaklos.al,benign
189424,189424,webmaster.sarahjanecreates.co.uk,benign
189442,189442,geo2.weatherzone.com.au,benign
189455,189455,mail.viarissa.ng,malicious
189498,189498,importar.multiplex.com.ar,benign
189524,189524,s49.ca,benign
189558,189558,fizvelica.tk,malicious
189629,189629,autorallychia.com.co,benign
189670,189670,netflix.billing-preference.co.uk,malicious
189683,189683,ns2.jcpitsupport.com.au,benign
189685,189685,qnap-sklep.pl,malicious
189692,189692,c.y360.at,benign
189753,189753,mctx.com.au,benign
189812,189812,mail.amberlyth.com,malicious
189828,189828,www.serviceland.am,malicious
189847,189847,www.hs.personal-current.com,malicious
189966,189966,areyou.app.br,benign
190057,190057,congressovirtualsbpc.org.br,benign
190072,190072,fmsupport.com.au,malicious
190077,190077,webmail.dip.equipomegared.com.ar,malicious
190137,190137,nilssonhearingonline.com,malicious
190149,190149,webmail.ovalspace.co,malicious
190195,190195,billing-preference.co.uk,malicious
190227,190227,cpcontacts.three-securedlogin.com,malicious
190249,190249,gatchet.com,malicious
190326,190326,prodigyartists.disco.ac,benign
190339,190339,cpcalendars.mythree-security.com,malicious
190351,190351,omendmothud.tk,malicious
190396,190396,mnce.com.au,benign
190403,190403,www.basics-vorarlberg.at,malicious
190410,190410,pukurecawum.cf,malicious
190425,190425,guarderia.wuff.com.co,malicious
190432,190432,fabiolagoes.com.br,benign
190452,190452,webmail.amiocalgary.ca,malicious
190502,190502,mail.mobility.com.ng,benign
190545,190545,security-validation.cc,malicious
190613,190613,mail.bigclub.ch,benign
190644,190644,heavyhittersmusic.disco.ac,benign
190663,190663,simpleideas.ca,malicious
190712,190712,wpokulu.xyz,malicious
190724,190724,mail.ozguvenbir.tk,malicious
190752,190752,hellosite.com.br,benign
190790,190790,basicapp.co,malicious
190830,190830,thiagooliveira.site.cnt.br,benign
190944,190944,cipepel.cf,benign
190952,190952,loginforo.uala.com.ar,malicious
190966,190966,agiwana.app,malicious
191009,191009,smokedsalmon.me,malicious
191045,191045,belsonousa.nectardesk.io,benign
191048,191048,nx.tv.br,benign
191152,191152,www.tsb.digital-rectify.com,malicious
191199,191199,auth-secureoffice365.auth-0ffice365.com,malicious
191205,191205,www.hornsbyelectric.com.au,benign
191271,191271,secured.oldschool.com-sd.ru,malicious
191380,191380,localmarketyqr.ca,malicious
191403,191403,ns1.clubedecomputacao.com.br,benign
191458,191458,cpanel.rodolfovieira.com.br,benign
191512,191512,app-review-8933.info,malicious
191519,191519,gotannus.com.br,benign
191520,191520,mail.ewekala.com,malicious
191599,191599,www.longevityservices.ca,malicious
191635,191635,alpha-api-production.mol.ai,malicious
191656,191656,etreklam.com,malicious
191667,191667,abdullah62.com,malicious
191681,191681,listlamtio.cf,malicious
191702,191702,klarafy.be,benign
191708,191708,momenthealth.io,malicious
191729,191729,www.hetechnolgy.com.au,benign
191744,191744,mail.mamegarden.am,benign
191748,191748,ee-billingupdate.network,malicious
191754,191754,checkerbricks.com,malicious
191804,191804,commonsenseparty.ca,malicious
191826,191826,a-127830016.cdn.ns8ds.com,benign
191851,191851,indumelt.com.br,benign
191865,191865,acinelej.cf,malicious
191988,191988,2021olympics.world,malicious
191998,191998,salzburg-bulls.at,benign
192021,192021,www.bernard.lefort.pagespersoorange.fr,benign
192058,192058,belasoul.com.br,benign
192080,192080,techclub.es,benign
192081,192081,mail.ukgov-update-online.com,malicious
192096,192096,www.laimcer.com,malicious
192121,192121,sansnostari.cf,malicious
192137,192137,zcracked.com,benign
192150,192150,negixeco.cf,malicious
192164,192164,jrtours.in,malicious
192200,192200,giqylenujim.cf,malicious
192218,192218,escritoriocontec.com.br,benign
192236,192236,passrabeajus.tk,benign
192256,192256,filmesporno.net.br,benign
192260,192260,www.teamrealty.ca,benign
192268,192268,www.ginekoloq-cerrah.az,malicious
192307,192307,fluxmusic.de,malicious
192339,192339,applebr.com.br,malicious
192343,192343,bigdream.com.au,benign
192365,192365,www.gigtv.com.au,benign
192389,192389,www.ekperformance.ca,malicious
192408,192408,ybevavotu.cf,malicious
192422,192422,denshi.cf,malicious
192497,192497,image-cdn.friflyt.no,benign
192512,192512,delstrat.com.au,malicious
192600,192600,cpanel.abatherapyintoronto.ca,benign
192617,192617,www.footballgifts.com.au,benign
192681,192681,nakiwuhani.cf,malicious
192746,192746,brenerviotto.com.br,benign
192805,192805,saal-digital.at,malicious
192807,192807,znajdzpokoj.pl,benign
192815,192815,viarissa.ng,malicious
192892,192892,cgforum.win,malicious
192900,192900,takovzakon.ru,benign
192928,192928,www.myfidelio.at,benign
192933,192933,batterymaster.com.au,benign
192936,192936,atillaconstruction.az,benign
193042,193042,ns1.chamer.com.br,benign
193045,193045,p6.com.br,benign
193113,193113,www.2021olympicstickets.com,benign
193193,193193,spd-grevenbroich.de,benign
193232,193232,viprealty.com.au,benign
193234,193234,dietaereceitas.com.br,benign
193296,193296,wo.al,malicious
193303,193303,hockerty.at,benign
193338,193338,printingonline.online,malicious
193353,193353,deviltrektours.com.au,benign
193421,193421,adsystem.dailyissue.co.kr,benign
193424,193424,cdn.static.community.qool.ca,benign
193482,193482,www.auxdeuxcaneles.fr,benign
193536,193536,mail.emplacapapelaria.com.br,malicious
193561,193561,test.wemby.co,benign
193574,193574,pitchprint.io,benign
193592,193592,www.2021olympicsticket.site,benign
193593,193593,hellomakebrasil.com.br,benign
193615,193615,www.fmproperties.com.bd,benign
193626,193626,halifax.co.uk.app-review-8933.info,malicious
193661,193661,help-instagram-verified-badge-supportt.tk.assistance-center-portal.com,malicious
193666,193666,algorix.co,benign
193671,193671,christiesbeachprofessionals.com.au,benign
193684,193684,v1.hiitstation.com.au,benign
193722,193722,yachtico.at,benign
193724,193724,joincampus.ca,benign
193725,193725,mymio.by,benign
193787,193787,www.mobile-appsecure-halifaxonline-verification.app,malicious
193811,193811,www.demonstre.com.br,benign
193888,193888,www.topuxaaqxa.london,benign
193901,193901,bad.ai,benign
193933,193933,bullibeachcafe.com.au,benign
193964,193964,webmail.pontopolitico.com.br,benign
193994,193994,ukermi.cf,malicious
194004,194004,chopsvandygel.ml,malicious
194051,194051,webdisk.ityp.com.co,malicious
194104,194104,executor.growmatik.ai,benign
194151,194151,yulk.com,malicious
194153,194153,paypal.info-wallet.com,malicious
194236,194236,cpanel.ca-voice.com,malicious
194271,194271,hr.ruskinonline.com,benign
194278,194278,goldten.com.au,benign
194287,194287,mmbbs.cc,malicious
194308,194308,stage-gettyimages.com.au,benign
194367,194367,ns1.cdoc.ca,benign
194377,194377,www.aulavirtualcatedraparalapaz.hikey.com.co,malicious
194484,194484,confia-bonoestado.com,malicious
194519,194519,www.grandinvestmentproperty.com,malicious
194556,194556,oscars.com.au,benign
194568,194568,cpcalendars.bluehomedecor.com.br,benign
194574,194574,long-static.cdn.producthero.ai,benign
194590,194590,farmaluzi.com.br,benign
194628,194628,pocketnote.com.au,benign
194729,194729,zvapklos.edu.al,benign
194800,194800,www.feder.io,benign
194851,194851,construct13a.ac.al,benign
194856,194856,access-servicegovuk.org.uk,benign
194999,194999,rallyhondaupgrade.ca,benign
195008,195008,jiqumemyfa.cf,malicious
195108,195108,rexelgreataussiedream.com.au,benign
195113,195113,www.brisbanebullets.com.au,benign
195153,195153,gitops.com.au,benign
195170,195170,fake-watches.cc,malicious
195196,195196,s25227.pcdn.co,benign
195240,195240,mail.examplewebsite.com.au,benign
195241,195241,trradeofery.xyz,malicious
195260,195260,yourjourneyyourchoice.com.au,benign
195269,195269,vagasmaster.com.br,benign
195309,195309,lider3.cf,malicious
195312,195312,efx.ai,malicious
195358,195358,promotive.com.ar,benign
195461,195461,s12.lider3.cf,malicious
195465,195465,webmail.kuberaccountants.com.au,malicious
195489,195489,www.screamingpixel.at,malicious
195495,195495,mejorespreescolares.ac.al,benign
195560,195560,equilibrium-massoterapia.com.br,malicious
195578,195578,online-device.co.uk,malicious
195689,195689,pick.ai,benign
195701,195701,camera-tutorial.qanda.ai,benign
195723,195723,ns1.massagemtantricario.com.br,benign
195757,195757,traveloka.com.au,benign
195784,195784,lunimedia.com,malicious
195800,195800,immobilienscout24.at,benign
195871,195871,s31094.pcdn.co,benign
195895,195895,accountemps.com.ar,benign
195970,195970,lp.sucessonasrelacoes.com.br,benign
195974,195974,osp.cc,malicious
196054,196054,www.upbdxyotza.cam,benign
196067,196067,cpcontacts.thegreenfridge.ae,benign
196107,196107,www.wrightframeofmind.ca,malicious
196132,196132,receitasmajestosas.com.br,malicious
196140,196140,holidayhomespecialists.com.au,benign
196165,196165,digitaia.com,malicious
196185,196185,xwander.be,benign
196198,196198,iati.at,benign
196203,196203,lalunaenpuntasdepie.com.ar,benign
196223,196223,837883.com,malicious
196237,196237,travelmarketinggroup.com,malicious
196265,196265,sesleyverla.cf,malicious
196445,196445,webmail.charlesaraujo.com.br,benign
196474,196474,sneakybird.com,malicious
196528,196528,www.hkdszjdvo.london,benign
196580,196580,cpcontacts.mythreeupdate-uksecure.com,malicious
196653,196653,www.cracklenspit.com.au,benign
196741,196741,mercadoandino.com.ar,benign
196780,196780,a-115834880.cdn.ns8ds.com,benign
196781,196781,seiten.cf,benign
196833,196833,ftax.be,malicious
196854,196854,cupomcomdesconto.com.br,benign
196885,196885,dk-statshub-ios.isportgenius.com.au,benign
196903,196903,lamaisondici.com,malicious
196919,196919,www.fotografen.be,malicious
196959,196959,ecoportal.com.au,malicious
196964,196964,sistemacentronorte.com.br,benign
196997,196997,dplay.fi,malicious
197016,197016,etest.kz,malicious
197044,197044,moriko.cf,benign
197110,197110,professionalsmildura.com.au,benign
197147,197147,www.iniciacion.equipomegared.com.ar,malicious
197218,197218,www.anglers-teddington.co.uk,benign
197246,197246,bentleighdiscountpharmacy.com.au,benign
197275,197275,ns3.naturalpainsolutions.com.au,benign
197279,197279,blog.spankingpersonals.ca,malicious
197286,197286,billing-faults.com,malicious
197318,197318,www.ivos.ae,benign
197325,197325,media.apoidea.ai,benign
197330,197330,inpowered.ai,malicious
197404,197404,sandycalcados.com.br,benign
197423,197423,medishop.cl,benign
197436,197436,abizbox.com,malicious
197464,197464,ornatural.com.br,benign
197512,197512,instagram-ayuda-central.ml,malicious
197530,197530,www.affairdating.com.au,benign
197560,197560,mail.al3alam7.com,malicious
197562,197562,constructionsales.com.au,benign
197578,197578,foxnap.com,malicious
197599,197599,orilliahomeimprovement.ca,malicious
197614,197614,htscivilworks.com.au,benign
197695,197695,us.omlet.me,benign
197723,197723,ftp.oamoresimples.com.br,benign
197789,197789,ns1.digitalserver.ca,benign
197814,197814,gtsfly.de,malicious
197815,197815,schoolinfo.com.ng,benign
197836,197836,tt-com-events-assets.nmo.at,malicious
197840,197840,www.magalu.com.br,benign
197852,197852,madame.dev.fusion.sportsball.ai,benign
197857,197857,tt-com-events.nmo.at,malicious
197860,197860,web-cdn.perfectgame.tv,benign
197878,197878,v2.yazilim.us,benign
197905,197905,www.fefpflnoz.cam,benign
197940,197940,hollyoaks.ca,benign
197957,197957,acresapp.ca,benign
198020,198020,bongdavip.cc,malicious
198041,198041,m.indoex.io,benign
198047,198047,alt.ai,benign
198116,198116,woocommerce.blog.br,benign
198171,198171,soalocorse.cf,benign
198195,198195,hardyload.com,malicious
198196,198196,webmail.cielofalla.com,malicious
198219,198219,ns1.veribos.com,malicious
198271,198271,threeservices-update.com,malicious
198293,198293,s33944.pcdn.co,benign
198329,198329,www.phohuongviet-online.com.au,malicious
198344,198344,cpanel.madonasilva.com.br,benign
198369,198369,paulobahiajr.com.br,benign
198428,198428,1to1diet.com.au,benign
198540,198540,www.xn--pandemizeldestek-swb.com,malicious
198553,198553,meupedido.oamoresimples.com.br,benign
198575,198575,cpcontacts.examplewebsite.com.au,benign
198588,198588,lumdiresa.cf,malicious
198642,198642,skico.com.au,benign
198723,198723,stealsamp.ru,benign
198774,198774,www.2021olympicstickets.ltd,benign
198810,198810,cdn.minval.az,benign
198823,198823,swproduce.com,malicious
198890,198890,ovazre.cf,benign
198891,198891,obstetricalmalpractice.ca,benign
198906,198906,www.worldcheese.fr,benign
198908,198908,dpbdxyotza.cam,malicious
198984,198984,ns1.brasap.com.br,malicious
198985,198985,www.files.nhs-nelcsu.onereach.ai,malicious
199016,199016,hirebi.cf,malicious
199022,199022,thenortonlawgroup.settify.com.au,benign
199088,199088,radioedu.com.br,benign
199109,199109,www.chinakingsaintlouismo.com,benign
199161,199161,robot-battle.igri.by,benign
199173,199173,www.naga50.cc,benign
199194,199194,www.profetimuhamed.al,malicious
199206,199206,phimon.cf,malicious
199228,199228,scottlegal.com.au,benign
199254,199254,static.adtalem.edapt.ai,benign
199300,199300,azcar.ae,malicious
199327,199327,ryesert.ca,malicious
199350,199350,vittoriomonaco.de,benign
199360,199360,blue51.dnsworld.co.in,benign
199407,199407,mail.windawi.fr,malicious
199424,199424,enjoin.ai,malicious
199443,199443,stg.riso-kyoiku-online.jp,malicious
199457,199457,www.wingchunipman.com.br,benign
199493,199493,leafly.ca,benign
199501,199501,virginia-street-snack-bar.com.au,benign
199503,199503,mail.aaladin.com.bd,benign
199519,199519,emasjidlive.co.uk,malicious
199530,199530,cdn.mgb-chmigroscdn-prod.aws.migros.ch,benign
199576,199576,joker125.co,malicious
199589,199589,timart.net.br,benign
199593,199593,cpcalendars.gympropiedades.cl,malicious
199612,199612,avenidacaminhoes.com.br,benign
199616,199616,fbhacker.app,benign
199644,199644,ns2.camasa.eti.br,benign
199645,199645,flycnasame.cf,benign
199707,199707,www.satpol.pl,benign
199788,199788,bigbudjuice.ca,benign
199867,199867,diabetesbc.ca,malicious
199869,199869,mixsetup.cf,malicious
199888,199888,mail.cuit.com.ar,benign
199912,199912,industrialtreatment.com,malicious
199922,199922,pinterest.darkarenax.to,malicious
199947,199947,loja.rubertimolduras.com.br,benign
199950,199950,auspacmigration.com.au,benign
199969,199969,vikingrivercruises.com.au,benign
200008,200008,lescognees.com,malicious
200025,200025,qkex.bainositiweb.it,malicious
200027,200027,mail.agenciazimbro.com.br,benign
200028,200028,www.tw7.quickconnect.to,benign
200191,200191,bredasrevenda.com.br,benign
200239,200239,www.chkdszjdva.london,benign
200240,200240,mark-jones.com.au,benign
200283,200283,lilistupy.cf,malicious
200323,200323,hhardcover.cc,malicious
200356,200356,jimopuhyhyb.cf,malicious
200369,200369,www.mariaclaraames.com.br,benign
200385,200385,a.epicwin.cc,malicious
200590,200590,uk.2.staging.cloud.seek.com.au,benign
200724,200724,www.dpbdxyotza.cam,malicious
200729,200729,dimajunuhu.cf,malicious
200787,200787,mophonics.disco.ac,benign
200822,200822,lightfield.ag,malicious
200852,200852,epazifafixin.cf,benign
200879,200879,www.ultimate-torrents.cc,malicious
200894,200894,queridoblog.com.ar,benign
200899,200899,blogandy.cf,malicious
200902,200902,nversos.com.br,benign
200954,200954,api.tronwallet.me,benign
200956,200956,yxomomyhuzy.cf,malicious
201106,201106,www.mythreeupdate-uksecure.com,malicious
201137,201137,cheapestgamecards.at,benign
201142,201142,hsbc.securelogins-paymentalert.com,malicious
201249,201249,hasilbertapa.cc,malicious
201266,201266,avaware.ca,benign
201328,201328,ssc.panasonic.jp,benign
201409,201409,zhadoujiang.com,malicious
201462,201462,hgvmv.personal-current.com,malicious
201544,201544,dehcara.cf,malicious
201575,201575,cpanel.duo-australia.com.au,benign
201597,201597,mogu-mogu.jp,malicious
201610,201610,strictlycomfort.com.au,benign
201701,201701,auth.wright.edu.servisedesk.me,malicious
201725,201725,appealing5501.xyz,malicious
201750,201750,golend.com.au,benign
201755,201755,masshealth.de,benign
201804,201804,yle-comments-livefeed-widget-production.c3.yle.fi,benign
201811,201811,www.rampservices.com.au,benign
201865,201865,omcrafmut.cf,malicious
201868,201868,womenslifecentrealbury.org.au,benign
201894,201894,engajei.com.br,benign
201921,201921,openspace.cf,malicious
201925,201925,anzaccentenary.vic.gov.au,benign
201962,201962,api.olympics.com.au,benign
201970,201970,darknet.bz,benign
201974,201974,www.three-billing.org.uk,malicious
201994,201994,www.gate2016.info,benign
202001,202001,www.mrpmanutencaopredial.com.br,benign
202015,202015,ns2.markbrand.com.br,benign
202032,202032,eddyandwolff.com.au,malicious
202059,202059,crearite.com.br,benign
202104,202104,www.boravivermelhor.com.br,benign
202110,202110,ezupatikit.cf,malicious
202114,202114,segredol.store.irrobaecom.com.br,benign
202122,202122,hulagula.com.br,benign
202216,202216,lojaazoompdigital.com.br,benign
202220,202220,tuico.ntent.nl,benign
202274,202274,stampvalle.com.br,benign
202311,202311,now-snowboarding.com,malicious
202326,202326,tilicomar.cf,malicious
202369,202369,www.rivieradesaolourenco.com.br,benign
202379,202379,media.caask.ca,benign
202391,202391,pitsukenki.cf,malicious
202394,202394,ns2.unityworx.com.au,benign
202444,202444,gototal.tv,benign
202472,202472,pagerival.com,malicious
202480,202480,w7aier.pactual.agency,malicious
202493,202493,www.2021olympics.live,benign
202498,202498,mail.gytmedia.com,malicious
202500,202500,www.hsbcpayee.admincancel.com,malicious
202683,202683,webmail.vcsempatrao.com.br,benign
202686,202686,www.2021olympicsticket.com,benign
202706,202706,v5.yazilim.us,benign
202804,202804,insidecryptomarket.com,malicious
202805,202805,help.x.ai,benign
202824,202824,webmail.machiacontabil.com.br,benign
202833,202833,apioprint.com.ar,benign
202889,202889,www.halifax.digital-rectify.com,malicious
202928,202928,gamesbx31.club,malicious
202934,202934,www.herbodelicias.com,benign
202942,202942,up-family.com.au,benign
202986,202986,coronavirus-koeln.de,malicious
202995,202995,auth-secureoffice365.com,malicious
203020,203020,cpanel.mythreesecurity.com,malicious
203094,203094,stest-chat.npe.auspost.com.au,benign
203107,203107,abobas.cf,malicious
203181,203181,natwest.restore-activity.com,malicious
203235,203235,repair-bull.com.au,benign
203276,203276,www.carfacts.com.au,benign
203333,203333,pozlink.me,malicious
203349,203349,moonpig.com.au,benign
203360,203360,cpcalendars.empreburguer.com.br,benign
203390,203390,limao.eco.br,benign
203528,203528,webmail.bleyseguros.com.br,benign
203562,203562,lomatemo.cf,benign
203569,203569,cpanel.lemoine.com.ar,malicious
203594,203594,fairstone.ca,benign
203628,203628,autodiscover.wishop.com.co,malicious
203651,203651,go.virtualvi.be,benign
203676,203676,www.goratools.co,malicious
203821,203821,www.cubitan.com.br,benign
203832,203832,camargoefanganito.com.br,benign
203885,203885,rocket-files.com,malicious
203891,203891,www.aspectlegal.com.au,benign
203989,203989,studenthub.swinburneonline.edu.au,malicious
204000,204000,steamcomunity-pubg.xyz,malicious
204025,204025,full-color.com.ar,malicious
204071,204071,a-20326400.cdn.ns8ds.com,benign
204131,204131,www.veopool.pw,malicious
204194,204194,pamantogel.cc,malicious
204285,204285,www.tbservice.be,malicious
204333,204333,icancel-transaction.com,malicious
204335,204335,philo-biz.com,malicious
204348,204348,path-hta.ca,malicious
204355,204355,curtain.be,benign
204447,204447,xn--2s2b9p58nnqh.com,malicious
204479,204479,www.lof-repas.com,benign
204499,204499,parthenonvip.com.br,benign
204596,204596,mailbase.cf,benign
204601,204601,together.ssu.ca,benign
204641,204641,www.halalhub.ca,benign
204741,204741,www.acefireplaces.ca,malicious
204788,204788,www.milanopocket.it,benign
204792,204792,mondata.ai,benign
204813,204813,bahiagastrocenter.com.br,benign
204830,204830,2021olympics.biz,malicious
204847,204847,macquarieuv.com.au,benign
204883,204883,nurseworker.jp,malicious
204925,204925,moondaughter.com.br,benign
204932,204932,trade-up.com.au,benign
204942,204942,mail.bigrockwines.com.au,benign
205010,205010,i54545.buzz,malicious
205035,205035,rotethilro.cf,malicious
205056,205056,www.argolantelopes.com.br,benign
205075,205075,border2border.ca,benign
205158,205158,krankenkassenvergleich.at,malicious
205168,205168,mail.unisend.com.ar,benign
205177,205177,jumpinggoats.com.au,benign
205209,205209,static.wlt-alice.de,benign
205230,205230,cpanel.abstractal.com.au,benign
205280,205280,www.pacificopera.ca,malicious
205282,205282,www.land1.organicalhemp.co,malicious
205286,205286,mail.ifinox.com.br,benign
205292,205292,mail.ozguven.tk,malicious
205391,205391,imap.americasports.com.br,benign
205399,205399,pc-pachuca.org,malicious
205438,205438,hotelhostal.com.br,benign
205450,205450,net61.com.au,benign
205474,205474,digitalinfluencerbrasil.com.br,benign
205487,205487,mail.cheapsneaks.co.uk,benign
205554,205554,mail.valleysushi.ca,malicious
205595,205595,infolicious.co,malicious
205736,205736,qldcivilengineering.com.au,benign
205759,205759,www.professionalsmullumbimby.com.au,benign
205778,205778,a-62859264.cdn.ns8ds.com,benign
205812,205812,fallout4map.de,benign
205833,205833,thecollectionfinewines.com.au,benign
205847,205847,start.truple.io,malicious
205856,205856,ste-madelaine.demenagement-express.ca,malicious
205874,205874,holospace.com.au,benign
205881,205881,www.autocreditexpress.com,benign
205900,205900,webmail.basicapp.co,malicious
205943,205943,ftp.b17.com.au,benign
205970,205970,webdisk.ip-guard.com.vn,malicious
206021,206021,yellowenglish.com.br,benign
206064,206064,www.suncityent.com.au,benign
206111,206111,uxt-background-banner-prod.shpp.ext.zooplus.io,benign
206112,206112,www.flycash.ca,benign
206163,206163,fappeningbook.com,benign
206255,206255,paypal.co.uk-wallet.com,malicious
206315,206315,simones.com.ar,benign
206368,206368,propair.ai,benign
206444,206444,www.rodotanque.com.br,benign
206456,206456,mail.wongbelejoor.ml,malicious
206474,206474,www.treatwell.be,benign
206535,206535,hopsworks.ai,benign
206587,206587,vitole.com.co,malicious
206588,206588,www.todatoes.com.au,benign
206628,206628,meganetelecom.net.br,benign
206684,206684,misterspex.at,malicious
206726,206726,qa2.mksp.co,benign
206733,206733,sandbox-immobilienscout24.at,benign
206763,206763,sunriseridge.ca,malicious
206793,206793,erimcymuwa.cf,benign
206825,206825,zardoneryra.cf,benign
206845,206845,us2.olono.ai,benign
206860,206860,flirtaffaire.at,malicious
206875,206875,webmail.movimientounidadsindical.com.ar,benign
206881,206881,punkcalse.cf,benign
206883,206883,www.unicvv.uniccshop.ci,malicious
207079,207079,techfrlesh.cf,benign
207095,207095,deom-palfinger.be,malicious
207099,207099,www.aug.ai,malicious
207116,207116,webdisk.kingstonbouncycastles.ca,malicious
207191,207191,quizfaso.cf,malicious
207202,207202,dev.kingstonbouncycastles.ca,malicious
207205,207205,radionovasc.com.br,benign
207300,207300,hydrasolucoes.com.br,benign
207367,207367,elizaponds.com.au,benign
207375,207375,gramascuritiba.com.br,benign
207444,207444,uto.developpe.ca,malicious
207446,207446,mypayeesecured.com,malicious
207496,207496,quickhotwater.net.au,benign
207514,207514,aooxcapitals.co,malicious
207548,207548,www.phkdszjdva.london,benign
207551,207551,livingcoloraquariums.com,malicious
207561,207561,professionalscaloundra.com.au,benign
207569,207569,vps.spletras.com.br,benign
207576,207576,dotun.shutterchance.com,benign
207584,207584,latete.co.kr,benign
207591,207591,milfzone.ch,benign
207595,207595,live22.cc,malicious
207669,207669,sidint.com.co.incad.com.co,malicious
207698,207698,cpcontacts.thpm.at,malicious
207719,207719,de9.quickconnect.to,benign
207777,207777,thevapecenter.com.pk,benign
207817,207817,johnsonmusic.com.au,benign
207831,207831,www.docs.cincylink.me,malicious
207833,207833,drogariavivamaisdelivery.com.br,benign
207934,207934,www.freshoutthepan.com,benign
207957,207957,seisha.com.au,benign
208030,208030,autoshowbrasil.com.br,benign
208042,208042,kltiroso.cf,malicious
208065,208065,www.paulorobertofrancodasilva.site.cnt.br,benign
208102,208102,b17.com.au,benign
208146,208146,libertedetudier.ac.al,benign
208162,208162,sucessonasrelacoes.com.br,benign
208192,208192,www.dytech.com.ar,benign
208201,208201,www.alligator.org,benign
208243,208243,autodiscover.mentai.com.br,benign
208265,208265,neteditaisleiloes.com.br,malicious
208291,208291,drjanecaffery.com.au,benign
208294,208294,estagiolevelup.com.br,benign
208297,208297,jrsxoiibkpwjcirfxqdn.ru,malicious
208331,208331,somaticbalance.com.au,benign
208343,208343,www.pancake.co.il,benign
208372,208372,mail.ozguvende.tk,malicious
208383,208383,ukesyxom.cf,benign
208387,208387,www.v3.yazilim.us,malicious
208403,208403,aquarela.com.ar,benign
208434,208434,radioserrafm-cba.com.br,benign
208473,208473,24shopping.com.ua,benign
208532,208532,img.guiaoleo.com.ar,benign
208555,208555,inandoutofafrica.co.uk,benign
208582,208582,junon-tv.jp,benign
208646,208646,www.center-la.com.br,malicious
208719,208719,aline-voinot.com,malicious
208742,208742,ns1.drlucianopellegrino.com.br,benign
208904,208904,mail.wuff.com.co,malicious
208925,208925,mapadoimovel.com.br,benign
208943,208943,www.oopuxaaqxa.london,malicious
208978,208978,vidapsicologia.com.br,benign
208998,208998,webanywhere.ae,benign
209030,209030,minewebsite.com,malicious
209043,209043,plumbingandcivil.com.au,benign
209079,209079,www.ofmiyufzt.london,benign
209095,209095,ozananmodelair.com.br,benign
209172,209172,lebon.com.ar,benign
209198,209198,navugaby.cf,benign
209216,209216,promotique.at,benign
209238,209238,mail1.delstrat.com.au,benign
209252,209252,alude.com.br,benign
209283,209283,ns1.tailor.com.au,benign
209346,209346,coofarp.com.br,benign
209359,209359,www.pohjolansanomat.fi,benign
209521,209521,www.v1.yazilim.us,benign
209539,209539,liviavet.com.br,benign
209540,209540,valuelightinginc.com,benign
209572,209572,static.retrogames.cc,benign
209604,209604,norabeachhouse.com.au,benign
209648,209648,fox9.co,benign
209693,209693,bluemantis.com.au,benign
209730,209730,cacorretora.com.br,benign
209737,209737,www.businessintesa.gruppoalet.ga,malicious
209813,209813,assets.heyday.ai,benign
209948,209948,ilovebrew.com.au,benign
209978,209978,api.estudiofacil.com.br,benign
209979,209979,dns4.agenciacravo.com.br,benign
209984,209984,casemove.xyz,benign
210038,210038,mail.compa.com.co,malicious
210047,210047,classicwa.com.au,benign
210053,210053,brisbanecatholic.org.au,benign
210060,210060,lvh.com.au,benign
