source,target,type
16997,190452,resolves
16997,162626,resolves
16997,96411,resolves
16997,183196,resolves
16997,160552,resolves
16997,130724,resolves
16997,160063,resolves
16997,223640,resolves
16997,292188,resolves
49763,227634,resolves
49763,311959,resolves
311896,26244,resolves
49750,128656,resolves
49750,254809,resolves
49750,259345,resolves
246357,26244,resolves
49746,323923,resolves
49746,321987,resolves
49746,227133,resolves
49746,122767,resolves
49746,319985,resolves
49746,292161,resolves
180816,59243,resolves
180816,55417,resolves
16975,292316,resolves
16975,155908,resolves
16975,87987,resolves
16975,282699,resolves
311886,27917,resolves
16997,89562,resolves
16997,95912,resolves
16997,156795,resolves
16998,119246,resolves
49792,189147,resolves
49792,126290,resolves
49792,226812,resolves
49792,326958,resolves
279164,63792,resolves
279164,26658,resolves
279164,52324,resolves
311932,62942,resolves
311932,56927,resolves
311932,22883,resolves
311932,32386,resolves
311932,58773,resolves
311932,30532,resolves
311932,52001,resolves
148171,60127,resolves
311932,25862,resolves
311932,64647,resolves
279162,18963,resolves
279162,30758,resolves
279162,62376,resolves
279162,58220,resolves
213626,26643,resolves
49774,282343,resolves
49774,284494,resolves
49774,287220,resolves
148073,52879,resolves
148073,51751,resolves
16998,248404,resolves
16998,285954,resolves
16998,160498,resolves
311932,51518,resolves
311883,18035,resolves
148171,51071,resolves
115412,25383,resolves
213817,62939,resolves
213817,26800,resolves
213817,20531,resolves
213817,24360,resolves
279352,57415,resolves
17205,185754,resolves
17205,87279,resolves
17205,96299,resolves
49973,90263,resolves
49973,261524,resolves
49973,155776,resolves
49973,123969,resolves
82732,61554,resolves
82732,55391,resolves
82732,51885,resolves
82732,19419,resolves
82732,62490,resolves
82732,21383,resolves
17195,119496,resolves
17195,186942,resolves
17195,148331,resolves
17195,326647,resolves
17195,163461,resolves
17195,188469,resolves
49962,181930,resolves
49962,195113,resolves
49962,159762,resolves
49962,286347,resolves
148251,23233,resolves
213817,28949,resolves
49939,224856,resolves
213817,54831,resolves
148282,21741,resolves
181093,32437,resolves
17239,185488,resolves
246612,64096,resolves
17232,319048,resolves
17232,259730,resolves
17232,286988,resolves
17232,84112,resolves
17232,130295,resolves
17232,320703,resolves
246605,52765,resolves
246605,31124,resolves
246605,31304,resolves
246605,21328,resolves
246605,58652,resolves
246605,31999,resolves
246605,27859,resolves
246605,51640,resolves
82764,31116,resolves
82764,32386,resolves
82764,18814,resolves
82764,27512,resolves
49993,158908,resolves
49993,248584,resolves
49993,258256,resolves
49984,192339,resolves
82749,60900,resolves
82749,52531,resolves
82749,18897,resolves
82749,31961,resolves
213817,26010,resolves
312077,59735,resolves
312077,21525,resolves
312077,18925,resolves
17118,247479,resolves
17118,122323,resolves
17118,222244,resolves
17118,291129,resolves
17118,317065,resolves
17118,186399,resolves
312032,58837,resolves
312032,59314,resolves
180956,27512,resolves
17117,321741,resolves
17117,186669,resolves
17117,161391,resolves
17117,225936,resolves
17117,158309,resolves
17117,158190,resolves
180957,20610,resolves
180957,53032,resolves
17116,313987,resolves
17116,188469,resolves
246490,59262,resolves
279257,29103,resolves
279257,24729,resolves
279257,26039,resolves
279257,27418,resolves
312024,60804,resolves
115415,54240,resolves
115412,25253,resolves
115412,22819,resolves
115412,56432,resolves
49899,188279,resolves
49899,256516,resolves
49899,157615,resolves
49899,154663,resolves
312077,25387,resolves
312077,17345,resolves
312075,25527,resolves
181001,25893,resolves
181001,29571,resolves
246537,61444,resolves
49927,324733,resolves
49927,148598,resolves
82694,61966,resolves
279289,25071,resolves
49911,149614,resolves
279281,24571,resolves
49899,124922,resolves
49899,118600,resolves
148173,22278,resolves
49899,192512,resolves
49899,254652,resolves
49899,194568,resolves
49899,116432,resolves
49899,254719,resolves
49899,189259,resolves
49899,193811,resolves
49899,314465,resolves
49899,184146,resolves
49899,126558,resolves
49899,315739,resolves
49899,96522,resolves
49899,155235,resolves
49899,257025,resolves
49899,293282,resolves
49899,124951,resolves
311883,23814,resolves
311883,28748,resolves
311883,65287,resolves
147858,58591,resolves
147858,24264,resolves
147858,57275,resolves
147853,19515,resolves
82317,60804,resolves
147850,19475,resolves
147850,21188,resolves
278916,52556,resolves
82308,55506,resolves
147842,24404,resolves
147842,59914,resolves
49536,257075,resolves
16763,216991,resolves
16763,222299,resolves
16763,156731,resolves
49530,326902,resolves
147827,54240,resolves
246131,19543,resolves
147820,59736,resolves
16747,282518,resolves
16747,218857,resolves
16747,127125,resolves
16747,291614,resolves
16747,284385,resolves
16747,86709,resolves
16747,283592,resolves
16747,221493,resolves
16747,90159,resolves
49514,285180,resolves
147858,60371,resolves
49514,158072,resolves
147858,31745,resolves
16789,152333,resolves
16794,154894,resolves
16794,157610,resolves
16794,290851,resolves
16794,85733,resolves
16794,157784,resolves
16794,87055,resolves
16794,281701,resolves
16794,188329,resolves
16794,326902,resolves
16794,288904,resolves
16794,254773,resolves
16794,155895,resolves
16794,96599,resolves
16794,216476,resolves
16794,226687,resolves
16794,255864,resolves
16794,216027,resolves
16794,150999,resolves
16791,222244,resolves
16791,284756,resolves
115094,32386,resolves
115094,60175,resolves
115094,65027,resolves
115094,26760,resolves
115094,26090,resolves
115094,53042,resolves
16789,117521,resolves
16789,247697,resolves
16789,194308,resolves
147858,30476,resolves
49514,149460,resolves
49514,117560,resolves
49514,283565,resolves
246058,17771,resolves
246058,62692,resolves
246058,17118,resolves
246058,16967,resolves
49444,321741,resolves
49444,282807,resolves
49444,82242,resolves
49444,261871,resolves
49444,319985,resolves
49444,285232,resolves
49444,186237,resolves
49444,290125,resolves
49444,88194,resolves
16674,247479,resolves
16674,121567,resolves
16674,156098,resolves
16674,186737,resolves
16674,325913,resolves
147738,26010,resolves
147738,24688,resolves
147738,62692,resolves
147738,21747,resolves
147738,61003,resolves
147738,24036,resolves
147738,32386,resolves
147738,61934,resolves
147738,29001,resolves
147738,60877,resolves
147738,62639,resolves
246058,25938,resolves
246058,17612,resolves
246058,16791,resolves
246058,64297,resolves
49514,160866,resolves
49514,324679,resolves
49514,85650,resolves
49514,88194,resolves
180578,27538,resolves
180578,31329,resolves
49499,126517,resolves
49499,258952,resolves
246109,22338,resolves
16731,156416,resolves
147794,30337,resolves
147794,63091,resolves
16720,284532,resolves
246093,51901,resolves
16794,225927,resolves
246093,49747,resolves
82242,55668,resolves
82242,30201,resolves
49464,150056,resolves
49464,84640,resolves
311603,19073,resolves
311603,27059,resolves
16685,220450,resolves
49453,150131,resolves
49453,255314,resolves
49453,228695,resolves
49453,160326,resolves
49451,227949,resolves
49451,220257,resolves
49451,155803,resolves
147783,59481,resolves
16794,84347,resolves
16794,116890,resolves
16794,87509,resolves
180775,24426,resolves
180775,19131,resolves
16928,312467,resolves
16928,130282,resolves
49692,185229,resolves
49692,246949,resolves
213531,18320,resolves
213531,27866,resolves
213531,25045,resolves
213529,54292,resolves
213529,62245,resolves
213529,53648,resolves
213529,26658,resolves
213529,57914,resolves
213529,17771,resolves
213529,62692,resolves
213529,59239,resolves
213529,20255,resolves
213529,31708,resolves
213529,30021,resolves
16911,319871,resolves
16911,218578,resolves
49670,128966,resolves
49670,325783,resolves
49670,215070,resolves
49669,193232,resolves
16900,92608,resolves
16900,152785,resolves
16900,95413,resolves
180775,62297,resolves
180775,64272,resolves
180775,65336,resolves
180775,29103,resolves
311883,26013,resolves
16965,117148,resolves
16967,222299,resolves
16967,222244,resolves
16967,285049,resolves
16967,125302,resolves
82503,25160,resolves
82503,17989,resolves
82503,62490,resolves
82503,26010,resolves
49733,182753,resolves
49733,92451,resolves
49733,92439,resolves
49733,93902,resolves
16900,93632,resolves
180805,26900,resolves
16959,324207,resolves
49717,222691,resolves
49717,186420,resolves
49717,227476,resolves
49717,126517,resolves
49717,260120,resolves
49717,223566,resolves
49717,282771,resolves
49707,316064,resolves
49707,317436,resolves
49707,189442,resolves
49707,95530,resolves
148009,32580,resolves
180775,21525,resolves
16959,122735,resolves
17253,150327,resolves
16900,292394,resolves
180726,62866,resolves
180663,18078,resolves
180663,62680,resolves
180663,28303,resolves
180663,27744,resolves
180663,62833,resolves
180663,22162,resolves
180663,55708,resolves
180663,64062,resolves
49588,115691,resolves
49588,124830,resolves
16813,150236,resolves
147884,23779,resolves
49578,192936,resolves
311715,18314,resolves
311715,53277,resolves
311715,17788,resolves
311715,64737,resolves
311715,23041,resolves
311715,24894,resolves
16800,93145,resolves
16800,192256,resolves
16794,158803,resolves
16794,229099,resolves
16794,254581,resolves
16794,213585,resolves
16794,192600,resolves
16794,96877,resolves
16794,186691,resolves
16794,227657,resolves
311736,52051,resolves
311736,59735,resolves
311736,54457,resolves
246209,59314,resolves
180726,20580,resolves
180726,32456,resolves
115186,61119,resolves
180708,30264,resolves
180708,65125,resolves
279011,61444,resolves
246240,49899,resolves
49631,313459,resolves
49631,285953,resolves
49631,226048,resolves
49631,158072,resolves
49631,158190,resolves
49621,186543,resolves
49621,221095,resolves
115199,60453,resolves
115157,23779,resolves
49619,86812,resolves
49617,324115,resolves
246221,19710,resolves
246221,16997,resolves
115144,26244,resolves
311753,17919,resolves
147907,52433,resolves
147907,55543,resolves
147907,18561,resolves
147907,63365,resolves
147907,30543,resolves
147907,62942,resolves
147907,20129,resolves
246209,58837,resolves
115157,59721,resolves
147738,56820,resolves
82794,57049,resolves
82794,21647,resolves
17729,89440,resolves
17729,223524,resolves
17729,95530,resolves
17730,317821,resolves
214336,28837,resolves
214336,31519,resolves
50491,221088,resolves
181551,56176,resolves
181551,21121,resolves
181551,59986,resolves
247084,28839,resolves
247084,57769,resolves
247084,55314,resolves
50476,248404,resolves
279840,29998,resolves
279840,28039,resolves
279840,22739,resolves
279840,31612,resolves
115993,29278,resolves
115993,28331,resolves
50457,188545,resolves
50457,188439,resolves
50457,187141,resolves
50457,322169,resolves
50457,89674,resolves
50457,258651,resolves
50457,223342,resolves
50457,314527,resolves
50457,187483,resolves
17729,153563,resolves
50457,128707,resolves
17729,130880,resolves
312648,62992,resolves
181603,51638,resolves
181603,27866,resolves
312672,52879,resolves
312672,51751,resolves
17757,194574,resolves
17757,92608,resolves
17757,227473,resolves
17757,161650,resolves
17757,285954,resolves
17757,259068,resolves
17757,193722,resolves
17757,224832,resolves
17757,158309,resolves
17756,121507,resolves
50517,156990,resolves
50517,316657,resolves
50517,293272,resolves
50517,160898,resolves
83284,51457,resolves
83284,61844,resolves
83284,63847,resolves
83284,30536,resolves
50515,150952,resolves
17741,285758,resolves
17741,158475,resolves
214350,23835,resolves
214349,23779,resolves
83275,59942,resolves
83275,64789,resolves
17729,181930,resolves
50457,84100,resolves
50457,323564,resolves
50457,188657,resolves
50430,156235,resolves
50430,122323,resolves
50430,96299,resolves
50430,194308,resolves
50430,182121,resolves
17652,293738,resolves
17652,326647,resolves
17652,317601,resolves
17652,286347,resolves
17652,288772,resolves
181488,24415,resolves
181488,53934,resolves
181488,25383,resolves
181488,22240,resolves
181488,28819,resolves
181488,23982,resolves
181488,61604,resolves
312553,23934,resolves
312553,52516,resolves
214248,23779,resolves
214248,59721,resolves
247009,62080,resolves
247009,21314,resolves
247009,28410,resolves
279773,54763,resolves
246996,21439,resolves
246996,55096,resolves
246996,62392,resolves
246996,22673,resolves
50430,94323,resolves
50430,257413,resolves
247038,26800,resolves
247038,50609,resolves
50457,288255,resolves
50457,192121,resolves
50457,95362,resolves
50457,289044,resolves
181524,27164,resolves
181524,63625,resolves
181524,32459,resolves
181524,30387,resolves
312595,65406,resolves
312595,55010,resolves
50444,128966,resolves
50444,321818,resolves
50444,247979,resolves
50444,248404,resolves
50535,293866,resolves
181510,52879,resolves
115977,52433,resolves
115977,23337,resolves
115977,57968,resolves
83207,20383,resolves
279814,52556,resolves
247046,59969,resolves
247046,25998,resolves
115973,59778,resolves
247038,29172,resolves
247038,19817,resolves
247038,64252,resolves
247038,56144,resolves
247038,52589,resolves
247038,55314,resolves
181510,51751,resolves
246996,62309,resolves
50535,124880,resolves
17771,229358,resolves
181704,31612,resolves
181704,29998,resolves
181704,22739,resolves
181697,21782,resolves
181697,61768,resolves
181697,23309,resolves
312770,62084,resolves
312770,60709,resolves
312770,30599,resolves
312770,31451,resolves
50625,98136,resolves
148929,26244,resolves
148919,27433,resolves
148919,24520,resolves
148919,18314,resolves
148919,24360,resolves
148919,29288,resolves
148919,58185,resolves
148919,17884,resolves
148919,29996,resolves
148918,19659,resolves
148918,25320,resolves
116148,32437,resolves
17842,286871,resolves
50609,315031,resolves
50609,289954,resolves
50609,223974,resolves
50609,193666,resolves
50609,153496,resolves
50636,326423,resolves
50609,162333,resolves
50636,91474,resolves
50636,317329,resolves
50652,226982,resolves
50652,320937,resolves
50652,292928,resolves
50652,153056,resolves
50652,91539,resolves
50652,86457,resolves
50652,221662,resolves
50652,127349,resolves
148955,29763,resolves
312793,62205,resolves
312793,58715,resolves
312793,52992,resolves
312793,18996,resolves
214489,57662,resolves
214489,32104,resolves
280021,31003,resolves
247252,31612,resolves
247252,29998,resolves
247252,22739,resolves
50636,185143,resolves
50636,127803,resolves
50636,257789,resolves
50636,90703,resolves
50636,126934,resolves
50636,96888,resolves
50636,126780,resolves
50636,88863,resolves
50636,292373,resolves
50636,182885,resolves
50636,225684,resolves
50609,247697,resolves
50609,222718,resolves
50609,153499,resolves
17788,220724,resolves
17788,155433,resolves
17788,123531,resolves
17788,129480,resolves
17788,260502,resolves
181628,21188,resolves
17778,193421,resolves
17778,283012,resolves
17778,216991,resolves
17778,317436,resolves
17778,193666,resolves
17778,85349,resolves
17778,226501,resolves
17778,260918,resolves
17778,193671,resolves
17778,327435,resolves
17778,95530,resolves
17778,184458,resolves
17778,119246,resolves
17778,83754,resolves
17777,85650,resolves
116079,61270,resolves
17771,286785,resolves
17771,248904,resolves
17771,98149,resolves
17771,222244,resolves
17771,158072,resolves
17771,258746,resolves
17771,282215,resolves
17801,319646,resolves
17801,217071,resolves
17801,325913,resolves
17801,322459,resolves
50609,161587,resolves
50609,92085,resolves
50609,191998,resolves
50609,194308,resolves
50609,150585,resolves
50609,327091,resolves
50609,228349,resolves
50609,216556,resolves
50609,251094,resolves
50609,162456,resolves
50603,322459,resolves
214443,21215,resolves
214443,27001,resolves
50599,182205,resolves
50536,188990,resolves
116131,27538,resolves
312735,50609,resolves
17818,155837,resolves
17818,327479,resolves
17818,92451,resolves
17818,249419,resolves
116110,63700,resolves
116110,60943,resolves
116110,24380,resolves
17804,285953,resolves
17804,130866,resolves
17801,285758,resolves
17801,313794,resolves
17801,95791,resolves
17801,285954,resolves
116131,31329,resolves
246996,27938,resolves
246996,51164,resolves
246996,22465,resolves
17345,320634,resolves
17345,161650,resolves
17345,151832,resolves
17345,318407,resolves
17345,288891,resolves
17345,252558,resolves
17345,124728,resolves
17345,117985,resolves
17345,96675,resolves
17345,286129,resolves
50112,159066,resolves
50112,293882,resolves
50112,258410,resolves
50112,159045,resolves
50112,257492,resolves
50112,281508,resolves
115648,27472,resolves
312254,28442,resolves
312254,18332,resolves
213949,64737,resolves
213949,51382,resolves
148411,32437,resolves
115642,54240,resolves
279479,23337,resolves
17335,282343,resolves
17335,187740,resolves
246703,64737,resolves
246703,56323,resolves
246703,51071,resolves
17345,123572,resolves
148390,21859,resolves
17345,126887,resolves
17345,159066,resolves
115691,60035,resolves
115691,55564,resolves
115691,51946,resolves
115691,21105,resolves
115691,18784,resolves
115691,20899,resolves
115691,29036,resolves
115691,31330,resolves
115691,17884,resolves
115691,61003,resolves
115691,55467,resolves
115691,51885,resolves
115691,59239,resolves
115691,60877,resolves
115691,25862,resolves
115691,22129,resolves
115691,20129,resolves
82919,27472,resolves
213982,61766,resolves
213982,59481,resolves
50130,313590,resolves
50130,156416,resolves
50130,188853,resolves
50128,92594,resolves
50128,317601,resolves
50128,149957,resolves
312269,31959,resolves
312269,27148,resolves
17345,155179,resolves
17345,127278,resolves
148387,61631,resolves
148387,51832,resolves
148387,28075,resolves
115571,58220,resolves
17259,115977,resolves
17259,162719,resolves
17259,288978,resolves
17259,156235,resolves
17259,289954,resolves
17259,227473,resolves
17259,188220,resolves
17259,228907,resolves
17259,286232,resolves
17259,284300,resolves
17259,251840,resolves
17259,162014,resolves
17259,292902,resolves
17259,118317,resolves
17259,149460,resolves
17259,117560,resolves
17259,292394,resolves
17259,247813,resolves
17259,182023,resolves
17259,319488,resolves
17259,184458,resolves
17259,319117,resolves
17259,186399,resolves
17259,324115,resolves
17259,262127,resolves
148331,24520,resolves
148331,27481,resolves
148331,29937,resolves
115571,64590,resolves
115571,32431,resolves
115571,55881,resolves
148341,59942,resolves
148387,18724,resolves
50081,155908,resolves
17310,314510,resolves
17310,291338,resolves
17310,249825,resolves
50066,257364,resolves
50066,260109,resolves
50066,91574,resolves
50066,320703,resolves
246671,20870,resolves
246671,26030,resolves
115595,54468,resolves
115595,32153,resolves
115595,26770,resolves
115691,23041,resolves
50058,94897,resolves
50052,192681,resolves
148346,20870,resolves
148346,26030,resolves
17272,284248,resolves
17272,250226,resolves
17272,219086,resolves
17272,155894,resolves
17272,95055,resolves
17272,159158,resolves
17272,255913,resolves
148343,26800,resolves
148343,52904,resolves
148343,19394,resolves
148343,53161,resolves
50058,116604,resolves
115691,20655,resolves
115691,25938,resolves
115691,26102,resolves
246949,20255,resolves
246949,23337,resolves
148642,19820,resolves
148642,25108,resolves
148642,18214,resolves
148642,57175,resolves
214171,21683,resolves
214171,55428,resolves
181399,25938,resolves
181399,26060,resolves
181399,17884,resolves
181399,59242,resolves
17558,154980,resolves
17558,252955,resolves
17558,287836,resolves
17558,93632,resolves
312467,54622,resolves
312467,31915,resolves
312467,23170,resolves
50316,94323,resolves
50316,251840,resolves
50316,192933,resolves
50316,248318,resolves
50316,257725,resolves
83079,57415,resolves
115828,57470,resolves
115828,26832,resolves
115828,61549,resolves
115826,18379,resolves
246949,19069,resolves
246949,31193,resolves
246949,22103,resolves
246949,17842,resolves
50388,196185,resolves
50388,288772,resolves
17612,222299,resolves
17612,222244,resolves
17612,315399,resolves
17612,92085,resolves
148676,60726,resolves
17600,322509,resolves
214199,23233,resolves
17585,120934,resolves
17585,226599,resolves
17585,251840,resolves
17585,126517,resolves
17585,225381,resolves
148578,30056,resolves
17585,161998,resolves
17585,325314,resolves
17585,188853,resolves
50351,253195,resolves
50351,312929,resolves
50348,288485,resolves
50348,222726,resolves
50348,121492,resolves
50348,286572,resolves
17575,285232,resolves
17575,182023,resolves
246949,26518,resolves
246949,59869,resolves
246949,30100,resolves
246949,22307,resolves
17585,192343,resolves
82794,28904,resolves
17489,116604,resolves
17488,225719,resolves
214020,27062,resolves
214020,26102,resolves
214020,55208,resolves
214020,56641,resolves
246782,19163,resolves
246782,65287,resolves
246782,65027,resolves
246782,30558,resolves
148477,31070,resolves
50172,323017,resolves
115703,54831,resolves
115703,61934,resolves
115703,21383,resolves
115703,27662,resolves
115703,21282,resolves
115703,53404,resolves
115703,59032,resolves
115703,62559,resolves
115703,62771,resolves
115703,32458,resolves
50164,222361,resolves
50164,123142,resolves
17393,129117,resolves
17393,286087,resolves
17393,325095,resolves
17393,286861,resolves
246768,17423,resolves
279535,32552,resolves
279535,26443,resolves
82951,26030,resolves
82951,20870,resolves
17423,91574,resolves
17423,226905,resolves
17488,125945,resolves
17486,94527,resolves
17486,250723,resolves
181321,56632,resolves
148551,31003,resolves
50246,261007,resolves
50246,86964,resolves
50246,287350,resolves
50246,83831,resolves
50246,282174,resolves
50246,284879,resolves
50246,220391,resolves
50246,188613,resolves
50240,286988,resolves
17488,185460,resolves
50240,219288,resolves
148539,23770,resolves
82993,58349,resolves
82993,53277,resolves
82993,21383,resolves
82993,65287,resolves
279599,18314,resolves
279599,21747,resolves
279599,27164,resolves
279599,54781,resolves
279599,56820,resolves
279599,64603,resolves
17433,290002,resolves
17433,320703,resolves
17423,194367,resolves
148539,60030,resolves
147738,61966,resolves
147738,58466,resolves
147738,58151,resolves
310864,53765,resolves
310864,59546,resolves
310864,31165,resolves
114253,32133,resolves
81479,29944,resolves
81479,28095,resolves
114243,17058,resolves
48706,279169,resolves
278078,58678,resolves
278078,20671,resolves
278078,30443,resolves
278078,16411,resolves
278078,52826,resolves
81464,25933,resolves
212536,31544,resolves
212536,49453,resolves
310834,23267,resolves
310834,26032,resolves
48685,246828,resolves
48685,281783,resolves
48685,213031,resolves
48685,130756,resolves
48685,284397,resolves
48685,212623,resolves
48685,318078,resolves
48685,88799,resolves
48685,83207,resolves
48685,92743,resolves
48685,215127,resolves
310864,25383,resolves
48685,257823,resolves
310864,63298,resolves
310864,49444,resolves
48733,185937,resolves
48733,215005,resolves
48733,148325,resolves
48733,219959,resolves
48733,279614,resolves
48728,128800,resolves
48728,257369,resolves
48728,219824,resolves
48728,246605,resolves
48728,261179,resolves
48728,253463,resolves
15960,279162,resolves
15960,81671,resolves
15960,324526,resolves
114263,21266,resolves
114263,58591,resolves
114263,18996,resolves
114263,49007,resolves
114263,23291,resolves
114263,60371,resolves
114263,49018,resolves
114263,55167,resolves
114263,26095,resolves
114263,55074,resolves
245330,54240,resolves
310864,19692,resolves
310864,23291,resolves
310864,55564,resolves
310864,17259,resolves
310864,51349,resolves
15918,218683,resolves
15918,81671,resolves
15918,215741,resolves
245215,55649,resolves
245215,22527,resolves
245215,32035,resolves
179671,22408,resolves
179671,24699,resolves
114131,27472,resolves
81362,48927,resolves
81362,49013,resolves
81362,56887,resolves
81362,23048,resolves
81362,28159,resolves
81358,22214,resolves
15822,129038,resolves
15819,291674,resolves
179656,23835,resolves
48585,214810,resolves
48585,261419,resolves
310728,23779,resolves
179653,57888,resolves
179653,52958,resolves
48575,279257,resolves
48575,150314,resolves
48575,82694,resolves
48575,95055,resolves
48575,81688,resolves
15807,158908,resolves
15807,312553,resolves
48566,284248,resolves
48566,193574,resolves
81377,54356,resolves
81384,59721,resolves
81384,23779,resolves
277993,58710,resolves
15918,93551,resolves
212525,19710,resolves
212525,16997,resolves
48682,226735,resolves
48682,154024,resolves
48681,187989,resolves
48681,280171,resolves
48681,279289,resolves
179748,26795,resolves
179748,20614,resolves
48673,290829,resolves
245275,52879,resolves
245275,51751,resolves
179734,57552,resolves
48733,294335,resolves
179734,32604,resolves
179734,32386,resolves
179734,20655,resolves
179734,58773,resolves
179734,18724,resolves
179734,57549,resolves
179734,23998,resolves
48662,212831,resolves
15890,255594,resolves
146951,56628,resolves
146951,55016,resolves
277993,56512,resolves
277993,24791,resolves
277993,24894,resolves
277993,28863,resolves
179734,25185,resolves
48566,225042,resolves
48733,222626,resolves
48733,325288,resolves
48891,156145,resolves
212730,56176,resolves
245497,61119,resolves
48879,225721,resolves
48879,83284,resolves
81641,27472,resolves
114399,22338,resolves
16091,128800,resolves
16091,311886,resolves
16082,326780,resolves
16082,229307,resolves
16082,82840,resolves
16082,187655,resolves
16073,161801,resolves
16073,124728,resolves
16073,188469,resolves
48839,160878,resolves
48839,189966,resolves
114368,63798,resolves
114368,22367,resolves
114368,60263,resolves
179898,21969,resolves
179894,56176,resolves
16052,316064,resolves
16052,96544,resolves
16052,127117,resolves
16052,251439,resolves
16052,288772,resolves
16048,249885,resolves
48891,220407,resolves
16048,195800,resolves
48891,312269,resolves
81660,58349,resolves
81688,28123,resolves
81688,52884,resolves
81688,60529,resolves
81688,24729,resolves
81688,62019,resolves
81688,50853,resolves
81688,60877,resolves
81688,58773,resolves
81688,61934,resolves
81688,52082,resolves
81688,54831,resolves
81688,21525,resolves
81688,18784,resolves
81688,19938,resolves
48917,123572,resolves
48917,92594,resolves
48917,284756,resolves
48917,325969,resolves
48917,119309,resolves
16142,317436,resolves
16142,130123,resolves
81671,17585,resolves
81671,52904,resolves
81671,27887,resolves
81671,27965,resolves
81671,29199,resolves
81671,49962,resolves
16123,86065,resolves
81660,51382,resolves
48891,292781,resolves
16048,326209,resolves
16048,324115,resolves
16048,286129,resolves
245372,61194,resolves
245372,63924,resolves
245372,62526,resolves
245372,62942,resolves
245372,19607,resolves
245372,49016,resolves
245372,49621,resolves
245372,63089,resolves
179834,26898,resolves
179834,59022,resolves
179824,16794,resolves
179823,59914,resolves
245356,27486,resolves
245356,30074,resolves
245356,53161,resolves
245356,50316,resolves
245356,24520,resolves
245356,18897,resolves
245356,50753,resolves
278124,25862,resolves
278124,27801,resolves
278124,57359,resolves
278124,19257,resolves
278124,19692,resolves
278124,26039,resolves
15966,311886,resolves
48733,192164,resolves
48733,283506,resolves
48733,151044,resolves
245372,27584,resolves
245372,22453,resolves
245372,63601,resolves
245372,22752,resolves
278178,65466,resolves
48797,214489,resolves
48795,290829,resolves
48794,90222,resolves
48794,91974,resolves
48794,282726,resolves
48794,160898,resolves
16023,256780,resolves
16023,279169,resolves
16023,93708,resolves
16023,87987,resolves
179862,16591,resolves
212623,20383,resolves
212611,55892,resolves
48733,159103,resolves
212611,27159,resolves
212611,16564,resolves
212611,22162,resolves
48767,128966,resolves
48767,189084,resolves
48767,125236,resolves
48767,147558,resolves
48767,127445,resolves
48767,148387,resolves
48767,224636,resolves
245372,20703,resolves
245372,54781,resolves
245372,29996,resolves
245372,56706,resolves
245372,27153,resolves
212611,20518,resolves
48566,248404,resolves
48566,193671,resolves
48566,116262,resolves
15603,287560,resolves
15603,218544,resolves
15603,180593,resolves
15603,160498,resolves
48370,194104,resolves
48370,191826,resolves
48370,162014,resolves
48370,283475,resolves
48370,323414,resolves
48370,95530,resolves
48369,220450,resolves
48369,212611,resolves
244973,48992,resolves
277738,22439,resolves
277736,59914,resolves
277730,61270,resolves
277725,59778,resolves
15582,158595,resolves
146653,26801,resolves
277723,52188,resolves
277723,18254,resolves
277723,27153,resolves
277723,18897,resolves
48345,189341,resolves
48333,246209,resolves
277708,62205,resolves
277708,63279,resolves
277708,58483,resolves
310475,50444,resolves
81144,64052,resolves
310475,24944,resolves
48377,85554,resolves
48377,251838,resolves
212251,22240,resolves
212251,21747,resolves
245017,18379,resolves
15638,291287,resolves
15638,250326,resolves
15638,253235,resolves
15638,229045,resolves
15638,246949,resolves
15638,223566,resolves
15638,157880,resolves
15625,293882,resolves
15625,225937,resolves
48393,181399,resolves
48393,93753,resolves
113926,56440,resolves
277765,16794,resolves
277760,25840,resolves
277760,28803,resolves
113917,23835,resolves
48380,215547,resolves
48380,119242,resolves
48380,116110,resolves
48380,214092,resolves
48380,179478,resolves
48380,290920,resolves
48380,320703,resolves
48379,311127,resolves
48377,293889,resolves
48377,128800,resolves
48377,129063,resolves
310475,18035,resolves
310475,49514,resolves
113866,62251,resolves
48298,318176,resolves
48279,315377,resolves
48279,281895,resolves
48279,222800,resolves
48279,180115,resolves
179339,56448,resolves
179339,32133,resolves
212106,51364,resolves
212106,59782,resolves
48259,213015,resolves
48259,288978,resolves
48259,283475,resolves
48259,253471,resolves
48259,191998,resolves
48259,186399,resolves
212100,23024,resolves
212100,51248,resolves
212100,56287,resolves
244862,19327,resolves
244862,63279,resolves
244862,30824,resolves
212093,23835,resolves
81020,57888,resolves
81020,52958,resolves
48248,294126,resolves
48248,182789,resolves
48248,130880,resolves
15479,322836,resolves
15479,250313,resolves
48298,94033,resolves
48298,95055,resolves
48298,181488,resolves
212140,64387,resolves
113866,26628,resolves
277700,58781,resolves
277700,20114,resolves
277700,18897,resolves
277700,25022,resolves
48324,150490,resolves
48324,222482,resolves
48324,118263,resolves
48324,326209,resolves
15554,183384,resolves
310461,21210,resolves
48316,187740,resolves
48316,320703,resolves
15543,223974,resolves
212251,29195,resolves
15543,161391,resolves
212149,29495,resolves
212149,50603,resolves
212149,20899,resolves
212149,19834,resolves
48308,248404,resolves
48308,193561,resolves
15534,326445,resolves
15534,278558,resolves
15534,127117,resolves
15534,93229,resolves
15534,90080,resolves
15534,325969,resolves
15534,249962,resolves
15534,98136,resolves
212149,49007,resolves
212251,28773,resolves
277794,16997,resolves
277794,19710,resolves
